magnitude,location,longitude,latitude
0.97,2 km NNE of The Geysers,-122.75,38.8
0.23,3 km ESE of The Geysers,-122.73,38.78
0.8,10 km NW of Kingvale,-120.5151,39.3835
0.22,14 km NE of Milford,-112.893666666667,38.4853333333333
0.84,12 km N of Warner Springs,-116.6091667,33.3898333
1.12,22 km NW of Grapevine,-119.082,35.0965
0.75,24 km WNW of Searles Valley,-117.6416667,35.8743333
1.66,20 km E of Little Lake,-117.6876667,35.9433333
0.58,24 km E of Little Lake,-117.636,35.9276667
0.61,24 km WNW of Searles Valley,-117.6405,35.872
1.24,4 km S of Cabazon,-116.7801667,33.8811667
2.6,35 km SE of Perryville,-158.8154,55.6505
0.82,20 km E of Little Lake,-117.6823333,35.943
2.2,81 km NNW of Aleneva,-153.2159,58.7767
1.5,11 km S of Coldfoot,-150.2261,67.1538
1.15,59 km WSW of Adak,-177.472666666667,51.734
0.97,5 km NW of Minco,-97.97816667,35.35283333
1.32,21 km NW of Grapevine,-119.0891667,35.0748333
-0.5,47 km WNW of Indian Springs,-116.1497,36.75
1.02,16 km W of Searles Valley,-117.5763333,35.7688333
0.77,20 km E of Little Lake,-117.6821667,35.9426667
0.8,20 km E of Little Lake,-117.6826667,35.9458333
-0.18,38 km NNE of Amboy,-122.19066666666667,46.20316666666667
0.76,33 km S of Mossyrock,-122.41966666666667,46.233666666666664
0.36,88 km W of Adak,-177.922333333333,51.8628333333333
2.25,15 km SSE of Volcano,-155.162,19.3233333333333
3.88,39 km NE of Miches,-68.7898,19.2456
1.51,20 km SW of Lamont,-119.0706667,35.1275
1.26,3 km SSW of Okarche,-97.98916667,35.699
1.1,20 km E of Little Lake,-117.6898333,35.9435
1.4,20 km E of Little Lake,-117.6811667,35.9441667
2.4,108 km SE of Perryville,-157.9675,55.2062
2.88,20 km E of Little Lake,-117.6866667,35.9416667
3.66,20 km E of Little Lake,-117.6805,35.945
1.13,20 km NW of Grapevine,-119.0646667,35.085
1.36,6 km S of Brawley,-115.5234985,32.9210014
1.16,22 km NW of Grapevine,-119.0998333,35.0905
1.33,3 km SE of Camarillo,-119.0145,34.1963333
1.9,57 km WNW of Happy Valley,-152.7359,60.056
1,10 km S of Idyllwild,-116.707,33.6471667
2.33,7 km ESE of Mayagüez,-67.0748333333333,18.1853333333333
1.5,6 km SSE of Sunrise,-149.3944,60.8318
1.97,19 km NW of Grapevine,-119.0481667,35.0821667
0,13 km NW of Virginia City,-119.7571,39.4027
1.6,3 km SSW of Union City,-97.9555,35.3615
0.4,10 km NW of The Geysers,-122.85,38.82
1.32,21 km NW of Grapevine,-119.0698333,35.0915
2.22,2 km N of Pembroke,-80.6436666666667,37.3455
0.78,7 km WNW of Cobb,-122.81,38.84
2.1,55 km WNW of Anchor Point,-152.7761,59.9104
2.04,21 km ENE of Barstow,-116.803,34.9418333
1.3,8 km W of Nikiski,-151.4446,60.7045
0.77,14 km ENE of Borrego Springs,-116.2411667,33.3103333
1.7,54 km S of Whites City,-104.423,31.685
1.7,35 km ENE of McKinney Acres,-102.16,32.365
1.01,7 km SSW of Olancha,-118.028,36.2218333
1.86,2 km E of The Geysers,-122.73,38.78
1.9,19 km SSE of Pāhala,-155.391166666667,19.0466666666667
0.79,10 km NNW of The Geysers,-122.84,38.84
0.65,14 km NE of Milford,-112.895,38.4875
1.1,36 km S of Silver Gate,-110.033833333333,44.6776666666667
0.57,9 km WNW of Cobb,-122.83,38.84
2.1,27 km SW of Garden City,-101.701,31.7
0.88,10 km SW of Salton City,-116.0405,33.2366667
0.26,14 km NE of Milford,-112.896166666667,38.4876666666667
0.57,2 km ESE of The Geysers,-122.74,38.77
1.3,22 km NW of Grapevine,-119.0908333,35.0928333
1.3,24 km ESE of Susitna North,-149.405,62.0851
0.78,8 km ESE of Katie,-97.275,34.5375
1.14,23 km NW of Grapevine,-119.0816667,35.1058333
0.96,5 km NW of Calumet,-98.15933333,35.6405
1.09,7 km SW of Salton City,-115.9986667,33.2491667
1.12,21 km NW of Grapevine,-119.0923333,35.0763333
1.82,5 km SW of Salton City,-115.9936667,33.2653333
-0.06,38 km NNE of Amboy,-122.188,46.209666666666664
1.57,7 km WNW of Cobb,-122.8,38.83
1.25,38 km NNE of Amboy,-122.189,46.204
0.45,8 km WNW of Cobb,-122.81,38.84
1.37,1 km SE of Wilkeson,-122.026,47.095333333333336
2.2,29 km SW of Jal,-103.408,31.926
1.3,49 km E of Fort Bidwell,-119.5606,41.9468
1.23,23 km WSW of New Idria,-120.9,36.32
0.72,2 km NW of The Geysers,-122.78,38.79
3.32,101 km N of Charlotte Amalie,-64.9748333333333,19.261
1.54,16 km SE of Hidden Valley Lake,-122.41,38.73
1.14,20 km SW of Lamont,-119.0803333,35.1406667
0.3,1 km W of Union City,-97.95783333,35.39183333
1.4,108 km SSW of McCarthy,-143.3639,60.4875
0.67,3 km SW of Union City,-97.97033333,35.36583333
1.64,28 km SE of Bodie,-118.76,38.05
0.98,1 km WNW of Union City,-97.9585,35.397
3.12,73 km NNE of San Juan,-65.9315,19.1055
3.4,69 km N of San Juan,-65.978,19.0791
0.91,4 km NNW of Pacifica,-122.51,37.65
0.6,2 km SSW of Alamo,-122.04,37.83
0.31,7 km NNW of The Geysers,-122.81,38.83
1.82000005,12 km NE of Pāhala,-155.379501342773,19.2724990844727
0.68,7 km NNW of The Geysers,-122.81,38.82
0.12,12 km W of Akutan,-165.968666666667,54.144
4.2,260 km W of Houma,-177.8049,-21.1087
1.14,4 km S of Union City,-97.94716667,35.35316667
2,1 km NNE of Big Lake,-149.9361,61.5367
0.47,13 km SSE of Mammoth Lakes,-118.88,37.55
0.63,18 km ESE of Anza,-116.487,33.5146667
0.51,5 km SSW of Lake Henshaw,-116.786,33.2048333
1.64,13 km SSE of Mammoth Lakes,-118.88,37.55
1.28,9 km NNW of Bigfork,-114.1,48.1441666666667
2,13 km N of Beluga,-151.0607,61.265
1.13,61 km SE of Pedro Bay,-153.431333333333,59.3598333333333
2.32999992,24 km E of Pāhala,-155.251327514648,19.1806659698486
1.74,23 km E of Pāhala,-155.25700378418,19.2028331756592
0.49,2 km NNW of Little Lake,-117.912,35.949
0.68,2 km NNW of Little Lake,-117.9138333,35.949
1.16,15 km ENE of Ocotillo,-115.8366667,32.7708333
1.47,11 km SE of Hidden Valley Lake,-122.44,38.76
0.85,6 km WNW of Cobb,-122.79,38.84
1.7,22 km NW of Grapevine,-119.0821667,35.0991667
0.86,10 km NNE of Borrego Springs,-116.3296667,33.3378333
1.8,31 km NNE of Skwentna,-151.0615,62.2274
2.42,4 km WSW of Enfield,-88.3831666666667,38.0865
2.11,20 km NW of Grapevine,-119.0613333,35.0915
2.1,6 km WNW of Chickaloon,-148.5723,61.8243
1.73,22 km NW of Grapevine,-119.0861667,35.0915
1.43,6 km WNW of Cobb,-122.79,38.84
1.11,9 km NW of The Geysers,-122.85,38.82
0.82,5 km WNW of Cobb,-122.78,38.84
0.7,7 km WNW of Cobb,-122.8,38.84
0.34,7 km WNW of Cobb,-122.8,38.84
2.06,6 km WNW of Cobb,-122.79,38.84
0.74,6 km WNW of Cobb,-122.79,38.83
0.19,2 km NW of The Geysers,-122.78,38.79
0.93,5 km ENE of Moreno Valley,-117.1805,33.9491667
1.71,23 km NW of Grapevine,-119.1033333,35.09
4.7,186 km NW of Panguna,154.1023,-5.3472
1.22,22 km SSW of Packwood,-121.757,46.412
1.52,22 km NW of Grapevine,-119.0883333,35.0866667
0.28,5 km W of Cobb,-122.78,38.82
2.3,29 km SW of Jal,-103.412,31.921
3.1,17 km NE of Hermleigh,-100.644,32.758
0.68,5 km W of Borrego Springs,-116.4231667,33.2636667
1.27,6 km NNW of Day Valley,-121.9,37.08
1.18,7 km NNW of The Geysers,-122.81,38.82
2.35,21 km NW of Grapevine,-119.0735,35.0915
-0.42,71 km WNW of Tyonek,-152.377833333333,61.2868333333333
4.4,91 km E of Minami-Sōma,142.0178,37.6745
0.43,67 km WNW of Tyonek,-152.3015,61.2985
1.21,8 km NNW of The Geysers,-122.82,38.83
0.33,3 km SSE of The Geysers,-122.74,38.76
1.66,9 km NE of Cloverdale,-122.95,38.86
1.34,9 km ENE of Cloverdale,-122.94,38.86
1.01,14 km NE of Milford,-112.8995,38.4981666666667
-0.24,71 km W of Tyonek,-152.443666666667,61.1963333333333
1.8,56 km N of Petersville,-150.7248,63.0071
1.57,24 km SSE of Waikoloa,-155.735833333333,19.7231666666667
1.54,24 km E of Maricopa,-119.1446667,35.0835
2.6,29 km SW of Jal,-103.413,31.923
1.7,16 km NE of Walker Lake,-118.6288,38.7551
1.6,13 km E of Paxson,-145.3469,63.1047
1.15,24 km NNW of Searles Valley,-117.4843333,35.9756667
-0.46,17 km W of Akutan,-166.0475,54.1201666666667
2.1,29 km SW of Jal,-103.412,31.921
1.03,19 km E of Lincoln,-112.424,46.9286666666667
1.24,21 km NW of Ocotillo,-116.1591667,32.8606667
4.8,18 km ESE of Miyazaki,131.5768,31.8274
1.83,18 km S of Volcano,-155.204666137695,19.2811660766602
0.96,13 km WNW of Anza,-116.8075,33.5805
1.15,5 km SW of Redlands,-117.2158333,34.0225
0.94,3 km SE of Loma Linda,-117.2425,34.0298333
1.6,61 km NW of Ninilchik,-152.507,60.4141
1.51,20 km E of Little Lake,-117.6846667,35.9433333
1.6,60 km W of Petersville,-151.934,62.5249
1.5,46 km S of Glacier View,-147.6855,61.3881
2.1,64 km ENE of Pedro Bay,-153.0734,60.052
3.22,23 km NW of Grapevine,-119.0883333,35.1036667
0.27,6 km ENE of Government Camp,-121.6745,45.3195
1.63,24 km SW of Lamont,-119.0973333,35.1083333
1.56,17 km N of Borrego Springs,-116.3961667,33.4041667
1.25,7 km SSW of Gilroy,-121.58,36.94
0.57,5 km NNW of Minco,-97.97433333,35.35083333
2.36,12 km NNW of Aguanga,-116.9286667,33.532
0.92,11 km NW of Avenal,-120.21,36.07
0.94,12 km SW of Salton City,-116.0436667,33.2236667
1.6,37 km SSW of Los Ybanez,-102.091,32.418
1.09,3 km NW of The Geysers,-122.78,38.8
0.89,28 km SE of Mammoth,-110.47,44.7751666666667
0.46,37 km NNE of Amboy,-122.18316666666666,46.198
0.76,10 km NE of Gilroy,-121.49,37.07
4.4,5 km S of Bata,22.02,45.9695
1.5,28 km NE of Mentone,-103.408,31.902
2.4,38 km NNE of Livengood,-148.0892,65.815
1.69,9 km N of Castaic,-118.6281667,34.5686667
1.73000002,27 km WNW of Volcano,-155.485336303711,19.5036659240723
1.05,22 km E of Little Lake,-117.6638333,35.9625
2.7,29 km NE of Mentone,-103.416,31.92
1.5,19 km NE of Chase,-149.8255,62.5626
4.5,103 km SSW of Padangsidempuan,98.7843,0.5831
1.38,13 km N of Pine Mountain Club,-119.1248333,34.9588333
1.1,2 km  of The Geysers,-122.76,38.79
1.74,22 km NW of Grapevine,-119.0825,35.101
1.8,31 km ESE of Anaktuvuk Pass,-151.0496,68.0219
1.5,12 km NE of Ocotillo Wells,-116.048,33.2215
0.95,14 km ESE of Anza,-116.5278333,33.5215
1.5,21 km NW of Grapevine,-119.099,35.0768333
1.08,14 km ESE of Anza,-116.5281667,33.519
0.84,14 km ESE of Anza,-116.525,33.5195
1.64,24 km NW of Grapevine,-119.1063333,35.1028333
0.61,17 km N of Borrego Springs,-116.3931667,33.4081667
4.3,44 km WSW of Acajutla,-90.2233,13.4706
1.5,37 km NW of Toyah,-104.072,31.554
2.05999994,9 km NE of Pāhala,-155.410171508789,19.2613334655762
1.76,20 km W of Volcano,-155.428833007812,19.4488334655762
1.9,37 km NW of Toyah,-104.072,31.554
2.1,37 km NW of Toyah,-104.071,31.552
1.29,20 km SSE of Bodie,-118.89,38.06
0.6900000000000001,18 km SE of Carbonado,-121.89516666666667,46.95666666666666
1.48,24 km NW of Grapevine,-119.115,35.0911667
1.1,4 km NNW of The Geysers,-122.78,38.81
1.3,35 km SE of Tanana,-151.4867,64.9731
2.38,2 km W of Fuig,-66.941,17.9838333333333
2.35,10 km NE of Morgan Hill,-121.59,37.2
0.05,65 km W of Tyonek,-152.347,61.0361666666667
4.4,78 km WNW of Sinabang,95.7122,2.7109
1,50 km E of Cantwell,-147.9479,63.442
0.75,20 km E of Little Lake,-117.6851667,35.9438333
0.6,20 km E of Little Lake,-117.6861667,35.9435
1.16,20 km NW of Grapevine,-119.0898333,35.0651667
1.92,20 km E of Little Lake,-117.6828333,35.947
2.77,20 km E of Little Lake,-117.685,35.9436667
2,29 km NE of Mentone,-103.415,31.92
1.72,22 km NW of Grapevine,-119.099,35.0798333
0.3,39 km ENE of Adak,-176.142,52.0521666666667
1.32,2 km ENE of Ferndale,-124.24,40.58
0.82,8 km WNW of San Jacinto,-117.0305,33.8226667
2.6,50 km S of Caliente,-114.5268,37.1615
1.07,33 km NNE of Amanda Park,-123.73366666666666,47.73916666666667
1.34,7 km WSW of Hoback,-110.878666666667,43.2645
1.71,21 km NW of Grapevine,-119.085,35.084
0.65,20 km E of Little Lake,-117.6905,35.9441667
1.7,24 km E of Maricopa,-119.1443333,35.0908333
1.7,28 km SW of Garden City,-101.708,31.698
1.8,25 km SW of Lamont,-119.1205,35.113
1.8,55 km NNW of Petersville,-151.2628,62.9378
1.04,14 km ESE of Anza,-116.5311667,33.519
1.79999995,11 km NE of Pāhala,-155.389495849609,19.261833190918
2.6,24 km NW of Stanley,-115.1735,44.3594
2.09,48 km SE of Campo,-116.1655,32.256
1.44,20 km NNW of Grapevine,-119.0535,35.0963333
1.8,12 km ESE of Clam Gulch,-151.1953,60.172
1.4,124 km SSE of McCarthy,-141.6572,60.5035
1.4,4 km NW of Pinnacles,-121.18,36.56
1.68,5 km WNW of Round Valley,-118.66,37.42
4.1,78 km ESE of Kuqa,83.7859,41.4314
0.5,48 km SSE of Goldfield,-116.9687,37.3269
0.7,4 km WSW of Mammoth Lakes,-119.01,37.62
0.66,4 km SE of Loma Linda,-117.231,34.0211667
2.35,53 km W of Ferndale,-124.88,40.48
1.53,21 km NW of Grapevine,-119.089,35.0783333
0.26,4 km ENE of Mossyrock,-122.423,46.540166666666664
1.18,11 km WSW of Roosevelt,-120.35616666666667,45.70933333333333
1.9,57 km SSE of Denali National Park,-151.4007,63.0445
2.17,21 km NW of Grapevine,-119.0871667,35.0801667
1.6,52 km SSE of Denali National Park,-151.4735,63.0857
1.6,37 km ESE of Malaga,-103.717,32.071
5.2,southeast of the Loyalty Islands,170.5584,-23.0608
2.03,0 km WSW of Alcoa,-83.9838333333333,35.7858333333333
0.72,3 km SSW of Union City,-97.9585,35.36033333
0.85,4 km SSW of Union City,-97.9615,35.3585
0.83,4 km NNW of Minco,-97.97033333,35.3515
0.7,8 km NNW of The Geysers,-122.82,38.83
1.38,20 km NW of Grapevine,-119.0585,35.092
1.57,20 km NW of Grapevine,-119.0563333,35.0908333
2.35,22 km NW of Grapevine,-119.0661667,35.1055
1.37,18 km NW of Grapevine,-119.0851669,35.0396652
1.4,31 km NNW of Beluga,-151.2687,61.4073
-0.41,67 km WNW of Beluga,-152.274333333333,61.3236666666667
1.8,29 km NE of Mentone,-103.415,31.92
1.2,67 km NNW of Lake Minchumina,-152.7817,64.4571
1.08,4 km SSW of Union City,-97.961,35.35366667
1.75999999,11 km ENE of Pāhala,-155.383666992188,19.2598323822021
3.2,19 km E of Talkeetna,-149.7396,62.3377
2,123 km SSE of McCarthy,-141.6762,60.5052
1.7,34 km SE of Mina,-117.8605,38.1486
3.6,28 km SW of Garden City,-101.708,31.691
0.73,13 km SE of Alpine,-116.673,32.744
0.86,7 km NW of The Geysers,-122.82,38.81
1.18,9 km NW of The Geysers,-122.84,38.82
0.69,8 km S of Fern Forest,-155.126,19.3861666666667
1.56,13 km SW of Lamont,-119.0305,35.1871667
1.42,22 km NW of Grapevine,-119.0915,35.097
1.72,21 km NW of Grapevine,-119.0695,35.0938333
1.6,54 km S of Whites City,-104.421,31.682
0.55,14 km ESE of Anza,-116.524,33.5216667
1.4,88 km NW of Karluk,-155.3739,58.1916
1.77999997,12 km NE of Pāhala,-155.385833740234,19.2716674804688
0.63,4 km NNW of Minco,-97.96483333,35.3495
2.3599999,2 km SSE of Pāhala,-155.468673706055,19.179500579834
0.8,33 km WNW of Ester,-148.7006,64.9221
1.6,61 km E of Port Alsworth,-153.2088,60.1503
0.95,11 km SW of Salton City,-116.041,33.2243333
1.6,55 km S of Whites City,-104.416,31.674
1.49,165 km W of Adak,-179.0235,51.7363333333333
-0.1,30 km ENE of Beatty,-116.4238,36.9749
0.7,37 km S of Goldfield,-117.2177,37.3678
2.1,55 km S of Whites City,-104.418,31.679
0.88,11 km SE of Riverbend,-121.629,47.41116666666667
1.6,53 km NW of Toyah,-104.183,31.668
0.72,9 km NE of Gilroy,-121.5,37.07
0.5,9 km NW of Indian Springs,-115.7365,36.6339
0.64,15 km E of Little Lake,-117.747,35.9148333
1.07,9 km NE of Gilroy,-121.5,37.06
3.24,81 km N of Culebra,-65.3538333333333,19.0376666666667
0.19,6 km ENE of Government Camp,-121.67483333333334,45.3285
1.3,15 km NNE of Houston,-149.7069,61.7615
0.5,9 km NW of Indian Springs,-115.7397,36.6332
0.6,2 km SSE of Salcha,-146.8873,64.4988
0.1,6 km ENE of Government Camp,-121.67966666666666,45.32633333333333
0.17,0 km W of Union City,-97.95016667,35.39183333
0.53,20 km ESE of Anza,-116.48,33.4695
0.9,35 km ENE of Beatty,-116.3819,37.0115
0.78,12 km E of Cloverdale,-122.88,38.83
0.78,10 km WNW of Cobb,-122.83,38.85
0.51,14 km SE of Anza,-116.5608333,33.4656667
-0.32,37 km NNE of Amboy,-122.18616666666667,46.19716666666667
0.49,21 km W of Dutch Harbor,-166.865833333333,53.9088333333333
0.89,13 km NNW of Cabazon,-116.8151667,34.0331667
0.4,1 km SSW of Virginia City,-119.6562,39.2942
0.79,3 km ENE of Palomar Observatory,-116.8323364,33.3648338
0.5,8 km NW of Indian Springs,-115.7311,36.6278
1.5,19 km NNE of Four Mile Road,-149.0049,64.7718
1.44,23 km NW of Grapevine,-119.0995,35.0921667
4.2,65 km WSW of San Antonio de los Cobres,-66.9328,-24.4004
1.1,9 km NW of Cobb,-122.81,38.87
4.2,25 km WNW of Longaví,-71.9616,-35.9102
1.95000005,2 km SSW of Pāhala,-155.485000610352,19.17799949646
1.07,9 km WNW of Templeton,-120.8,35.56
1.6,14 km WNW of Petersville,-151.0089,62.5672
2.26,6 km SSW of Volcano,-155.247166666667,19.3896666666667
0.91,23 km SW of Ocotillo Wells,-116.278,32.9746667
1.47,20 km NW of Grapevine,-119.0548333,35.0911667
4.4,64 km NE of Qalāt,67.4509,32.4667
1.79,20 km NW of Grapevine,-119.0733333,35.076
1.34,12 km E of Cloverdale,-122.88,38.83
0.51,11 km E of Cloverdale,-122.89,38.83
1.1,12 km E of Cloverdale,-122.88,38.83
1.25,2 km W of Cobb,-122.74,38.82
1,2 km ESE of The Geysers,-122.73,38.77
1.69,25 km ENE of Maricopa,-119.1341667,35.1048333
0.44,5 km NNW of Minco,-97.976,35.35233333
0.89,3 km SSW of Cobb,-122.73,38.8
1.15,4 km NNE of Beaumont,-116.9621667,33.9635
1.91,4 km NNE of Beaumont,-116.9645,33.96
1.36,25 km NW of Grapevine,-119.111,35.107
1.74,17 km WNW of Alton,-112.649166666667,37.5178333333333
0.13,41 km ENE of Adak,-176.1145,52.0575
4.1,31 km WSW of Ashkāsham,71.2096,36.5689
0.93,13 km NE of Milford,-112.9005,38.4836666666667
1.27,25 km NW of Grapevine,-119.1226667,35.1066667
1.69,3 km NE of Prattville,-121.14,40.23
1.6,45 km NW of Toyah,-104.111,31.616
-0.1,9 km NW of The Geysers,-122.84,38.82
5,Macquarie Island region,158.2806,-58.8343
1.26,25 km SW of Lamont,-119.1231667,35.1096667
1.3,15 km ESE of Livengood,-148.2523,65.4483
1.64,22 km SW of Lamont,-119.0796667,35.1143333
0.71,3 km SW of Cobb,-122.73,38.8
1.26,2 km SW of Cobb,-122.74,38.81
0.94,5 km NW of Vincent,-118.1506667,34.5398333
3.8,145 km S of Akhiok,-153.9526,55.6466
0.24,65 km SSW of Silver Gate,-110.233,44.4396666666667
0.42,4 km NNW of Minco,-97.96901703,35.34738922
1.35,23 km W of Los Banos,-121.09,36.99
4.9,122 km SSE of Pangai,-173.8746,-20.8288
1.03,20 km NNE of Hawaiian Ocean View,-155.709,19.2423333333333
0.6,7 km NNE of Banning,-116.8361667,33.9835
1.1,18 km ESE of Julian,-116.4131667,33.0345
0.63,18 km ESE of Julian,-116.4423333,32.9918333
2.47,17 km N of Pāhala,-155.453833333333,19.3576666666667
4.8,106 km W of Cabittaogan,119.3674,17.442
0.54,4 km NNW of The Geysers,-122.78,38.81
1.4,4 km NNW of Minco,-97.95816667,35.35066667
0.3,5 km NNE of Union City,-97.91016667,35.43433333
1.09,13 km E of Cloverdale,-122.88,38.84
2.11,24 km NW of Grapevine,-119.1011667,35.1066667
1.53,23 km NW of Grapevine,-119.1011667,35.0971667
1.9,87 km NNW of Aleknagik,-159.4603,59.9335
1.56,13 km NW of Laytonville,-123.6,39.76
2.51,12 km NW of Laytonville,-123.59,39.75
0.74,2 km ESE of Union City,-97.9175,35.3845
1.31,65 km WSW of Adak,-177.545,51.7241666666667
2.04,5 km N of Yauco,-66.8478333333333,18.0853333333333
0.77,5 km NW of Cabazon,-116.8198333,33.9508333
0.6,8 km N of Salcha,-146.8658,64.603
4.2,37 km SSW of Talas,72.0412,42.2175
1.75,23 km NW of Grapevine,-119.0955,35.1011667
4.8,98 km SSE of Pondaguitan,126.6313,5.5919
0.57,18 km ESE of Julian,-116.4101667,33.0378333
4.3,115 km SSE of Alo,-177.7384,-15.2932
1,9 km WNW of Cobb,-122.82,38.84
0.99,2 km E of Everett,-122.16283333333334,47.9835
0.65,17 km SW of Oasis,-116.2163333,33.3441667
1.09,14 km W of Wrightwood,-117.784,34.3635
0.84,1 km ENE of Nile,-120.92483333333334,46.827
1.08,9 km NW of The Geysers,-122.84,38.82
1.63,23 km SW of Lamont,-119.0981667,35.1118333
2.12,39 km SSW of Qualeys Camp,-118.67,37.98
1.7,11 km SSW of Hope,-149.7452,60.8271
6.5,150 km E of Dolinsk,144.763,47.1777
0.62,76 km WNW of Nikiski,-152.627666666667,60.8951666666667
1.8,64 km WNW of Ninilchik,-152.7967,60.1912
1.91,6 km SE of Ojai,-119.1931667,34.4188333
1.03,39 km NE of Adak,-176.181833333333,52.0868333333333
1.71,21 km NW of Grapevine,-119.091,35.0811667
1.6,65 km ESE of Pedro Bay,-153.0267,59.5586
1.87,23 km NW of Grapevine,-119.085,35.106
1.8,30 km SE of Mina,-117.8739,38.188
2.04,11 km WNW of Shasta Lake,-122.49,40.7
1.95,5 km NE of Coso Junction,-117.9031667,36.0763333
1.47,22 km NW of Grapevine,-119.0946667,35.0905
1.9,36 km ENE of Fox River,-150.3264,59.9342
0.75,17 km ESE of Anza,-116.5131667,33.4853333
0.64,14 km ESE of Anza,-116.5246667,33.5226667
1.5,22 km NW of Grapevine,-119.0953333,35.0913333
2.1500001,11 km NE of Pāhala,-155.403167724609,19.2758331298828
1.2,17 km WSW of Salamatof,-151.6314,60.5651
2.71,23 km NW of Grapevine,-119.1008333,35.0931667
2.5,119 km SE of Chenega,-146.805,59.1853
1.47,12 km NW of Progreso,-115.6731667,32.661
1.8,61 km NNW of Petersville,-151.3357,62.9783
0.7,9 km WNW of Cobb,-122.82,38.84
1.6,21 km WNW of Nanwalek,-152.2871,59.4042
1.1,58 km ENE of Ugashik,-156.5517,57.7782
1.49,10 km NW of The Geysers,-122.85,38.82
1.48,17 km W of Searles Valley,-117.5873333,35.766
2.6,53 km NW of Rampart,-150.9987,65.8456
1.62,34 km WSW of Port Orford,-124.87966666666667,42.61183333333334
1.3,39 km S of Goldfield,-117.1982,37.3571
2,8 km SSE of Fern Forest,-155.109,19.3971666666667
2.05,7 km S of Pāhala,-155.467330932617,19.1373329162598
1.89,9 km NW of Prague,-96.7455,35.5525
1.08,15 km ENE of Alum Rock,-121.71,37.46
0.11,64 km NNE of Chignik,-158.095,56.8456666666667
0.93,6 km WNW of Cobb,-122.79,38.83
1.12,14 km ESE of Wofford Heights,-118.3188333,35.6528333
0.3,44 km WNW of Indian Springs,-116.1376,36.7017
1,4 km SE of Fox,-147.5375,64.9294
-0.49,84 km NNW of Karluk,-155.137833333333,58.2385
2,34 km NW of Cooper Landing,-150.173,60.7437
0.47,40 km NE of Adak,-176.1455,52.0845
1,43 km NE of Livengood,-147.7712,65.7532
1.6500000000000001,0 km WSW of Kapowsin,-122.23616666666666,46.982
1.33,6 km W of Laytonville,-123.56,39.68
4.3,23 km SSE of Masjed Soleymān,49.3794,31.7322
1.87,9 km ENE of Naalehu,-155.501159667969,19.1136665344238
0.73,5 km NW of The Geysers,-122.8,38.81
2.49,23 km SW of Lamont,-119.0965,35.1148333
1.4,6 km ENE of Eureka Roadhouse,-147.0482,61.953
1.7,7 km E of Coahoma,-101.232,32.308
-0.8,64 km NNE of Chignik,-158.1945,56.8583333333333
1,33 km SE of Minto,-148.8227,64.942
0.31,40 km ENE of Adak,-176.139833333333,52.0663333333333
0.81,9 km S of Fern Forest,-155.1315,19.3831666666667
1.6,54 km S of Whites City,-104.403,31.685
0.9,10 km SW of Searles Valley,-117.498,35.7151667
1.72,34 km SE of Bodie,-118.73,38.01
1.1,8 km E of Yucaipa,-116.9596667,34.0385
0.85,7 km NW of The Geysers,-122.82,38.82
4.5,89 km NE of Nanortalik,-44.0264,60.677
2.6,31 km SE of Minto,-148.9216,64.9357
0.8,32 km SE of Minto,-148.886,64.9295
0.9,33 km SE of Minto,-148.8157,64.9454
1.62,23 km NW of Grapevine,-119.1081667,35.0915
1.2,27 km WNW of Ester,-148.5369,64.9619
1.1,33 km W of Ester,-148.7089,64.8977
1.6,32 km SE of Minto,-148.8867,64.9309
2.9,36 km NNE of Four Mile Road,-148.797,64.9033
2.9,25 km SE of Minto,-148.9165,65.0158
1.7,66 km NE of Pedro Bay,-153.1301,60.123
1.5,22 km NNW of Tatitlek,-146.8921,61.0416
1.87,27 km WNW of Volcano,-155.491666666667,19.4945
1.1,48 km NNE of Petersville,-150.3971,62.9008
1.25,18 km NW of Grapevine,-119.0485,35.0751667
0.1,149 km W of Adak,-178.793833333333,51.7278333333333
4.6,south of the Fiji Islands,-179.817,-23.729
2.8,66 km NNE of White Mountain,-162.7648,65.2094
0.08,39 km NE of Adak,-176.166666666667,52.0876666666667
1.41,23 km E of Little Lake,-117.6586667,35.9651667
1.35,22 km NW of Grapevine,-119.096,35.0935
1.98,6 km SSW of Pāhala,-155.499160766602,19.1480007171631
1.01,72 km SSW of Ugashik,-157.9025,56.9186666666667
2.05,9 km WNW of Cobb,-122.82,38.84
0.68,9 km ESE of Creston,-118.40216666666667,47.7395
0.7,8 km SSW of Idyllwild,-116.7361667,33.6695
4.5,37 km E of Santa Maria,126.7866,8.0052
1.49,5 km NE of Coso Junction,-117.904,36.0771667
1.87,5 km NE of Coso Junction,-117.9056667,36.0743333
0.79,0 km NNE of Orchards,-122.55883333333334,45.67033333333333
1.47,22 km NW of Grapevine,-119.0893333,35.089
1.3,91 km ESE of King Salmon,-155.2554,58.3182
1.3,32 km SW of Beaver,-147.9549,66.1692
3.4,211 km SSE of Atka,-173.3108,50.375
2.4,40 km SW of Karluk,-154.91,57.2946
1.28,22 km NW of Grapevine,-119.0755,35.0993333
0.76,4 km WSW of Anza,-116.7083333,33.5363333
1.46,20 km NW of Grapevine,-119.0775,35.0826667
0.8,13 km ESE of Livengood,-148.2982,65.4664
1,2 km S of Mill Creek,-96.82133333,34.379
1.5,11 km W of Houston,-150.0294,61.6381
1.24,3 km NNW of Minco,-97.9665,35.34
